tick,population,gini,mean_wealth,median_wealth,mean_metabolism,mean_vision,total_grid_sugar
61,114,0.2966827780025589,42.219298245614034,47.625,1.1842105263157894,3.9210526315789473,1744.25
62,114,0.29711116194987597,42.88377192982456,48.625,1.1842105263157894,3.9210526315789473,1748.75
63,114,0.29701997131192764,43.58552631578947,49.375,1.1842105263157894,3.9210526315789473,1749.75
64,114,0.2972347547916987,44.2828947368421,50.375,1.1842105263157894,3.9210526315789473,1749.75
65,114,0.29806467453561003,44.97149122807018,51.375,1.1842105263157894,3.9210526315789473,1749.0
66,114,0.29823086846360414,45.66008771929825,52.375,1.1842105263157894,3.9210526315789473,1747.5
67,113,0.29172167313358666,46.80530973451327,53.75,1.176991150442478,3.920353982300885,1740.0
68,113,0.2914522415266095,47.506637168141594,54.75,1.176991150442478,3.920353982300885,1737.5
69,113,0.29158422200146655,48.16814159292036,55.25,1.176991150442478,3.920353982300885,1738.0
70,113,0.2914896441049532,48.825221238938056,56.0,1.176991150442478,3.920353982300885,1738.75
71,113,0.29174500234215756,49.48672566371681,57.0,1.176991150442478,3.920353982300885,1740.25
72,113,0.29165365567289736,50.15929203539823,58.25,1.176991150442478,3.920353982300885,1741.25
73,113,0.2916906002682104,50.82079646017699,59.5,1.176991150442478,3.920353982300885,1744.75
74,113,0.29188588289944084,51.46238938053097,60.25,1.176991150442478,3.920353982300885,1750.25
75,113,0.2919523901993432,52.126106194690266,61.0,1.176991150442478,3.920353982300885,1754.75
76,113,0.2917660832250138,52.7787610619469,61.75,1.176991150442478,3.920353982300885,1762.0
77,113,0.2915957573372624,53.48451327433628,62.75,1.176991150442478,3.920353982300885,1762.75
78,113,0.29142808628092787,54.192477876106196,63.75,1.176991150442478,3.920353982300885,1764.0
79,113,0.2917528744652738,54.88495575221239,64.25,1.176991150442478,3.920353982300885,1766.0
80,113,0.29198571922341493,55.56858407079646,65.25,1.176991150442478,3.920353982300885,1767.75
81,113,0.29189692819180396,56.27433628318584,65.75,1.176991150442478,3.920353982300885,1767.0
82,113,0.29221755861096177,56.9646017699115,67.0,1.176991150442478,3.920353982300885,1769.0
83,113,0.29179875362648516,57.665929203539825,67.75,1.176991150442478,3.920353982300885,1770.75
84,113,0.29152849192522745,58.360619469026545,68.5,1.176991150442478,3.920353982300885,1773.5
85,113,0.2910990493937274,59.04867256637168,69.5,1.176991150442478,3.920353982300885,1777.5
86,113,0.29098060778080803,59.75,70.5,1.176991150442478,3.920353982300885,1777.0
87,113,0.29048174809112115,60.47566371681416,71.5,1.176991150442478,3.920353982300885,1773.25
88,113,0.2906105481145294,61.18805309734513,72.75,1.176991150442478,3.920353982300885,1768.25
89,113,0.29091227763794136,61.88495575221239,73.75,1.176991150442478,3.920353982300885,1764.0
90,113,0.29121278800360606,62.52433628318584,74.5,1.176991150442478,3.920353982300885,1764.25
91,113,0.29156992563594963,63.176991150442475,75.25,1.176991150442478,3.920353982300885,1763.25
92,113,0.29182600111290125,63.860619469026545,76.25,1.176991150442478,3.920353982300885,1761.0
93,113,0.2920657444255556,64.51769911504425,77.25,1.176991150442478,3.920353982300885,1763.25
94,113,0.2922314545850316,65.21017699115045,78.25,1.176991150442478,3.920353982300885,1763.0
95,113,0.29245032797865056,65.91814159292035,79.25,1.176991150442478,3.920353982300885,1761.75
96,112,0.2857569579441468,67.25446428571429,81.25,1.1696428571428572,3.9107142857142856,1758.25
97,112,0.2856442220648314,67.984375,82.25,1.1696428571428572,3.9107142857142856,1758.75
98,112,0.2850087803950134,68.72991071428571,83.25,1.1696428571428572,3.9107142857142856,1757.5
99,112,0.2845365132424788,69.44642857142857,84.125,1.1696428571428572,3.9107142857142856,1756.5
100,112,0.28415158689764236,70.16964285714286,85.0,1.1696428571428572,3.9107142857142856,1753.5
101,112,0.28347546715837285,70.90401785714286,85.75,1.1696428571428572,3.9107142857142856,1747.5
102,112,0.28288959825183696,71.64955357142857,86.75,1.1696428571428572,3.9107142857142856,1740.5
103,112,0.28247051265663775,72.34598214285714,87.75,1.1696428571428572,3.9107142857142856,1742.25
104,112,0.28289137387170904,72.98660714285714,88.125,1.1696428571428572,3.9107142857142856,1750.0
105,112,0.28259532894651457,73.70758928571429,89.0,1.1696428571428572,3.9107142857142856,1748.5
106,112,0.2826475586184433,74.40401785714286,89.75,1.1696428571428572,3.9107142857142856,1752.5
107,112,0.2822615298756085,75.13616071428571,90.875,1.1696428571428572,3.9107142857142856,1754.5
108,112,0.28244440145346883,75.82142857142857,91.875,1.1696428571428572,3.9107142857142856,1760.5
109,112,0.2825743622225741,76.52232142857143,92.75,1.1696428571428572,3.9107142857142856,1764.25
110,111,0.2766568713780416,77.90765765765765,94.25,1.162162162162162,3.918918918918919,1766.75
111,111,0.27650830852617897,78.64414414414415,95.25,1.162162162162162,3.918918918918919,1764.25
112,111,0.27663378272251643,79.3445945945946,96.25,1.162162162162162,3.918918918918919,1767.25
113,111,0.2764929904452361,80.08333333333333,97.5,1.162162162162162,3.918918918918919,1768.0
114,111,0.2765613836833349,80.79954954954955,98.5,1.162162162162162,3.918918918918919,1770.75
115,111,0.27613794407497805,81.55405405405405,99.5,1.162162162162162,3.918918918918919,1770.0
116,111,0.2759952945006326,82.27477477477477,100.5,1.162162162162162,3.918918918918919,1770.75
117,111,0.275796154217421,83.02927927927928,101.5,1.162162162162162,3.918918918918919,1768.25
