tick,population,gini,mean_wealth,median_wealth,mean_metabolism,mean_vision,total_grid_sugar
92,175,0.35948051948051946,97.36571428571429,94.0,1.5257142857142858,3.88,2482.0
93,175,0.3597379072390684,98.42285714285714,95.0,1.5257142857142858,3.88,2483.0
94,175,0.3605341036857094,99.46857142857142,96.0,1.5257142857142858,3.88,2477.0
95,175,0.3609953707463656,100.51428571428572,97.0,1.5257142857142858,3.88,2475.0
96,175,0.361525396467977,101.50857142857143,98.0,1.5257142857142858,3.88,2479.0
97,175,0.36184086295426504,102.54285714285714,99.0,1.5257142857142858,3.88,2484.0
98,175,0.36208800907830035,103.58857142857143,101.0,1.5257142857142858,3.88,2481.0
99,175,0.3623261694058154,104.60571428571428,101.0,1.5257142857142858,3.88,2484.0
100,175,0.36254895596667747,105.63428571428571,102.0,1.5257142857142858,3.88,2487.0
101,175,0.3626474864182416,106.68571428571428,103.0,1.5257142857142858,3.88,2479.0
102,175,0.3627517943354327,107.70857142857143,104.0,1.5257142857142858,3.88,2476.0
103,175,0.36306976185471035,108.73142857142857,105.0,1.5257142857142858,3.88,2480.0
104,175,0.3633872791098947,109.76,106.0,1.5257142857142858,3.88,2488.0
105,175,0.3636782049487665,110.81714285714285,107.0,1.5257142857142858,3.88,2486.0
106,175,0.3638141952059794,111.84,108.0,1.5257142857142858,3.88,2483.0
107,175,0.3641662085129778,112.84571428571428,109.0,1.5257142857142858,3.88,2477.0
108,175,0.3646341271036347,113.84571428571428,110.0,1.5257142857142858,3.88,2475.0
109,175,0.3650717839374556,114.85714285714286,111.0,1.5257142857142858,3.88,2476.0
110,175,0.365594803657729,115.87428571428572,112.0,1.5257142857142858,3.88,2478.0
111,175,0.3658310291858679,116.91428571428571,113.0,1.5257142857142858,3.88,2475.0
112,175,0.36594404190974456,117.96,114.0,1.5257142857142858,3.88,2476.0
113,174,0.3626960652802021,119.66666666666667,115.0,1.5172413793103448,3.8793103448275863,2478.0
114,174,0.36293958471847154,120.7183908045977,116.0,1.5172413793103448,3.8793103448275863,2478.0
115,174,0.36328528283175165,121.76436781609195,117.0,1.5172413793103448,3.8793103448275863,2479.0
116,174,0.3634822771155962,122.78735632183908,118.0,1.5172413793103448,3.8793103448275863,2483.0
117,174,0.3638842125252577,123.83908045977012,119.0,1.5172413793103448,3.8793103448275863,2483.0
118,174,0.36410909619988624,124.85632183908046,120.0,1.5172413793103448,3.8793103448275863,2479.0
119,174,0.36432939869958175,125.86781609195403,121.0,1.5172413793103448,3.8793103448275863,2482.0
120,174,0.3647446751348008,126.8735632183908,122.0,1.5172413793103448,3.8793103448275863,2488.0
121,174,0.36504362052697875,127.91379310344827,123.0,1.5172413793103448,3.8793103448275863,2489.0
122,174,0.3653233222924976,128.9367816091954,124.0,1.5172413793103448,3.8793103448275863,2489.0
123,174,0.3655457101170777,129.94252873563218,125.0,1.5172413793103448,3.8793103448275863,2490.0
124,173,0.36211128258357256,131.72254335260115,126.0,1.5086705202312138,3.878612716763006,2485.0
125,173,0.3622907751544253,132.7514450867052,127.0,1.5086705202312138,3.878612716763006,2488.0
126,173,0.362568545783014,133.79190751445086,128.0,1.5086705202312138,3.878612716763006,2496.0
127,173,0.3628076847991644,134.86705202312137,129.0,1.5086705202312138,3.878612716763006,2494.0
128,173,0.36281404441145054,135.92485549132948,130.0,1.5086705202312138,3.878612716763006,2492.0
129,173,0.36301046394991665,136.97109826589596,131.0,1.5086705202312138,3.878612716763006,2495.0
130,173,0.3633177578577157,138.02890173410404,132.0,1.5086705202312138,3.878612716763006,2491.0
131,173,0.3636410371472924,139.08670520231215,132.0,1.5086705202312138,3.878612716763006,2486.0
132,173,0.36395889244958446,140.09826589595374,133.0,1.5086705202312138,3.878612716763006,2487.0
133,173,0.36414338366199744,141.13294797687863,134.0,1.5086705202312138,3.878612716763006,2490.0
134,173,0.3642079082513875,142.1849710982659,136.0,1.5086705202312138,3.878612716763006,2494.0
135,173,0.36425866707913196,143.21965317919074,137.0,1.5086705202312138,3.878612716763006,2491.0
136,173,0.36452740707244613,144.23121387283237,138.0,1.5086705202312138,3.878612716763006,2491.0
137,173,0.3648691825325827,145.2543352601156,139.0,1.5086705202312138,3.878612716763006,2498.0
138,173,0.3651064791716853,146.32947976878611,140.0,1.5086705202312138,3.878612716763006,2499.0
139,173,0.3653317897317252,147.42196531791907,141.0,1.5086705202312138,3.878612716763006,2489.0
140,173,0.36560266034588457,148.46242774566474,142.0,1.5086705202312138,3.878612716763006,2485.0
141,173,0.36587465268410285,149.48554913294797,143.0,1.5086705202312138,3.878612716763006,2490.0
142,173,0.3660285541408654,150.53179190751445,144.0,1.5086705202312138,3.878612716763006,2491.0
143,173,0.3662226230199684,151.61271676300578,145.0,1.5086705202312138,3.878612716763006,2486.0
144,173,0.3664204509016347,152.65317919075144,146.0,1.5086705202312138,3.878612716763006,2488.0
145,173,0.3665183840770545,153.68208092485548,147.0,1.5086705202312138,3.878612716763006,2497.0
146,173,0.3667769535767245,154.7514450867052,148.0,1.5086705202312138,3.878612716763006,2502.0
147,173,0.3668317306115256,155.84393063583815,150.0,1.5086705202312138,3.878612716763006,2492.0
148,173,0.367036262411559,156.878612716763,151.0,1.5086705202312138,3.878612716763006,2490.0
149,173,0.3672112307266235,157.92485549132948,152.0,1.5086705202312138,3.878612716763006,2489.0
150,173,0.36730089332632687,158.95953757225433,153.0,1.5086705202312138,3.878612716763006,2491.0
151,173,0.3674698568757562,160.01156069364163,154.0,1.5086705202312138,3.878612716763006,2494.0
152,173,0.3675952076952358,161.0693641618497,155.0,1.5086705202312138,3.878612716763006,2496.0
153,173,0.3677719907455106,162.15028901734104,156.0,1.5086705202312138,3.878612716763006,2495.0
154,173,0.36800367806755707,163.22543352601156,157.0,1.5086705202312138,3.878612716763006,2490.0
155,173,0.368283171699103,164.2601156069364,158.0,1.5086705202312138,3.878612716763006,2494.0
156,173,0.36848452803738035,165.3121387283237,159.0,1.5086705202312138,3.878612716763006,2493.0
157,173,0.368815294055258,166.33526011560693,160.0,1.5086705202312138,3.878612716763006,2492.0
158,173,0.3691680233329973,167.36994219653178,161.0,1.5086705202312138,3.878612716763006,2490.0
159,173,0.3694441815480885,168.39884393063585,162.0,1.5086705202312138,3.878612716763006,2491.0
160,173,0.36977495893015266,169.42196531791907,163.0,1.5086705202312138,3.878612716763006,2496.0
161,173,0.37006959033484776,170.47976878612718,164.0,1.5086705202312138,3.878612716763006,2494.0
162,173,0.37019622633276034,171.51445086705203,166.0,1.5086705202312138,3.878612716763006,2493.0
163,173,0.3704611168908771,172.56069364161849,167.0,1.5086705202312138,3.878612716763006,2494.0
164,173,0.3706974099873708,173.60693641618496,168.0,1.5086705202312138,3.878612716763006,2492.0
165,173,0.37079813323915606,174.64739884393063,169.0,1.5086705202312138,3.878612716763006,2491.0
166,173,0.37094482824987135,175.6878612716763,170.0,1.5086705202312138,3.878612716763006,2493.0
167,173,0.3711540766626674,176.72832369942196,171.0,1.5086705202312138,3.878612716763006,2492.0
168,173,0.37128447891552907,177.78034682080926,172.0,1.5086705202312138,3.878612716763006,2491.0
169,173,0.3714311869701193,178.84393063583815,173.0,1.5086705202312138,3.878612716763006,2489.0
170,173,0.37161564055388213,179.89595375722544,174.0,1.5086705202312138,3.878612716763006,2488.0
171,173,0.37177616039022143,180.9479768786127,175.0,1.5086705202312138,3.878612716763006,2487.0
172,173,0.37183397310534094,181.98843930635837,176.0,1.5086705202312138,3.878612716763006,2491.0
173,173,0.3719673529311383,183.0693641618497,177.0,1.5086705202312138,3.878612716763006,2491.0
174,173,0.3720734692114926,184.14450867052022,178.0,1.5086705202312138,3.878612716763006,2486.0
175,173,0.3721112248568986,185.1907514450867,179.0,1.5086705202312138,3.878612716763006,2486.0
